# Target Sample Rate: 100 Hz
# Max Device Sample Rate: 200 Hz
# Recording started at: 2026-02-27 18:37:14.916
time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
26.779515,-0.0331,-0.0358,-0.0016,0.05
26.788622,-0.0819,-0.0329,0.0065,0.09
26.798530,-0.1223,-0.0296,0.0203,0.13
26.815355,-0.1397,-0.0172,0.0463,0.15
26.819830,-0.1252,0.0014,0.0535,0.14
26.828175,-0.0876,0.0072,0.0438,0.10
26.838422,-0.0418,-0.0009,0.0354,0.05
26.848119,0.0231,0.0093,0.0156,0.03
26.857887,0.0658,0.0315,-0.0083,0.07
26.869456,0.0839,0.0662,-0.0511,0.12
26.880243,0.0798,0.0843,-0.0912,0.15
26.891197,0.0692,0.0795,-0.0875,0.14
26.902803,0.0558,0.0876,-0.0577,0.12
26.902906,0.0187,0.0908,-0.0275,0.10
26.914622,-0.0116,0.0714,0.0016,0.07
26.925320,0.0053,0.0559,0.0301,0.06
26.935972,0.0413,0.0393,0.0580,0.08
26.947022,0.0822,0.0141,0.0735,0.11
26.957747,0.1159,-0.0098,0.0639,0.13
26.968893,0.1172,-0.0136,0.0346,0.12
26.979690,0.0674,-0.0157,0.0026,0.07
26.990593,-0.0555,-0.0486,-0.0143,0.08
27.000857,-0.1154,-0.0498,-0.0048,0.13
27.011288,-0.1588,-0.0692,0.0140,0.17
27.025438,-0.1719,-0.0769,0.0407,0.19
27.025901,-0.1500,-0.0556,0.0500,0.17
27.037388,-0.0856,-0.0446,0.0551,0.11
27.047996,0.0045,-0.0350,0.0564,0.07
27.060425,0.0759,0.0022,0.0209,0.08
27.071273,0.0896,0.0200,-0.0221,0.09
27.081733,0.0811,0.0169,-0.0495,0.10
27.092895,0.0579,0.0245,-0.0549,0.08
27.092978,0.0188,0.0128,-0.0400,0.05
27.103069,-0.0146,-0.0170,-0.0078,0.02
27.115242,-0.0165,-0.0272,0.0235,0.04
27.125840,-0.0222,-0.0197,0.0499,0.06
27.137078,-0.0146,-0.0072,0.0468,0.05
27.146714,-0.0175,-0.0021,0.0394,0.04
27.157683,-0.0199,0.0048,0.0306,0.04
27.169452,-0.0120,-0.0015,0.0187,0.02
27.180440,-0.0384,-0.0051,-0.0363,0.05
27.190859,-0.0354,-0.0027,-0.0676,0.08
27.201201,-0.0111,-0.0106,-0.0582,0.06
27.212686,0.0200,0.0031,-0.0496,0.05
27.224476,0.0380,0.0185,-0.0724,0.08
27.235850,0.0493,0.0227,-0.0988,0.11
27.236015,0.0650,0.0399,-0.0997,0.13
27.246933,0.0696,0.0492,-0.0872,0.12
27.258237,0.0519,0.0427,-0.0756,0.10
27.268704,0.0325,0.0266,-0.0638,0.08
27.279718,0.0249,-0.0035,-0.0192,0.03
27.291249,0.0369,-0.0257,0.0410,0.06
27.303652,0.0385,-0.0068,0.0679,0.08
27.304023,0.0179,0.0106,0.0580,0.06
27.315036,0.0088,-0.0107,0.0514,0.05
27.324411,0.0067,-0.0334,0.0590,0.07
27.334256,-0.0180,-0.0403,0.0557,0.07
27.344891,-0.0540,-0.0563,0.0427,0.09
27.356212,-0.0823,-0.0764,0.0465,0.12
27.367403,-0.0818,-0.0724,0.0685,0.13
27.378467,-0.0617,-0.0554,0.0765,0.11
27.388628,-0.0269,-0.0258,0.0100,0.04
27.410359,-0.0045,-0.0420,0.0157,0.05
27.410530,0.0179,-0.0322,0.0416,0.06
27.415683,0.0193,0.0182,0.0301,0.04
27.426756,0.0044,0.0390,-0.0139,0.04
27.435770,0.0024,0.0212,-0.0479,0.05
27.452106,0.0233,0.0155,-0.0531,0.06
27.454203,0.0196,0.0204,-0.0343,0.04
27.472256,-0.0013,0.0152,-0.0282,0.03
27.473162,-0.0125,0.0077,-0.0186,0.02
27.483774,-0.0083,0.0193,-0.0005,0.02
27.493187,0.0195,0.0463,-0.0092,0.05
27.507068,0.0322,0.0497,-0.0345,0.07
27.524110,0.0151,0.0066,-0.0162,0.02
27.530972,0.0040,-0.0025,0.0284,0.03
27.540262,-0.0254,0.0093,0.0306,0.04
27.550469,-0.0426,0.0053,0.0022,0.04
27.560586,-0.0413,-0.0206,0.0002,0.05
27.568809,-0.0369,-0.0192,0.0052,0.04
27.578590,-0.0396,-0.0201,-0.0007,0.04
27.589407,-0.0678,-0.0332,0.0014,0.08
27.607241,-0.0636,-0.0123,-0.0146,0.07
27.607446,-0.0312,0.0108,-0.0140,0.04
27.616544,-0.0065,0.0228,-0.0093,0.03
27.626366,0.0186,0.0267,-0.0226,0.04
27.635680,0.0269,0.0203,-0.0162,0.04
27.647875,0.0393,0.0217,0.0023,0.04
27.658203,0.0558,0.0306,0.0014,0.06
27.670186,0.0474,0.0290,-0.0057,0.06
27.682148,0.0384,0.0266,-0.0213,0.05
27.692602,0.0556,0.0372,-0.0347,0.08
27.692793,0.0380,0.0391,-0.0315,0.06
27.702820,0.0156,0.0407,-0.0538,0.07
27.713439,0.0149,0.0401,-0.0725,0.08
27.724261,0.0163,0.0299,-0.0510,0.06
27.735767,0.0501,0.0262,-0.0519,0.08
27.748979,0.0410,-0.0020,-0.0231,0.05
27.760392,0.0130,-0.0239,0.0522,0.06
27.771142,0.0182,0.0406,0.0400,0.06
27.782478,-0.0530,-0.0242,0.0152,0.06
27.796114,-0.0244,-0.0681,0.0555,0.09
27.796954,0.0184,-0.0435,0.1431,0.15
27.808153,-0.0221,0.0157,0.1289,0.13
27.817642,-0.0778,0.0015,0.0316,0.08
27.827220,-0.0929,-0.0665,0.0315,0.12
27.837475,-0.0085,-0.0217,0.0673,0.07
27.847945,0.0523,0.0214,0.0290,0.06
27.858914,-0.0221,-0.0130,-0.0163,0.03
27.869929,-0.0568,-0.0612,0.0093,0.08
27.876854,-0.0127,-0.0690,0.1313,0.15
27.884938,0.0378,0.0203,0.1536,0.16
27.895429,-0.0288,0.0705,-0.0106,0.08
27.904862,-0.0809,-0.0410,-0.0925,0.13
27.914077,-0.0060,-0.1067,0.0074,0.11
27.925372,0.0896,0.0189,0.1001,0.14
27.937823,-0.0167,0.0857,0.0173,0.09
27.948512,-0.1463,0.0252,-0.1397,0.20
27.959001,0.0209,-0.0353,-0.0127,0.04
27.970504,0.0686,0.0463,-0.0133,0.08
27.980127,-0.0170,0.0318,-0.1029,0.11
27.990928,-0.0322,-0.0297,-0.0761,0.09
28.003006,0.0686,-0.0436,0.0210,0.08
28.012700,0.0855,0.0387,-0.0037,0.09
28.023601,-0.0186,0.0899,-0.1600,0.18
28.033741,-0.0928,-0.0033,-0.1887,0.21
28.048798,-0.0214,-0.0708,-0.0490,0.09
28.048888,-0.0047,-0.0156,0.0439,0.05
28.055989,-0.0864,0.0257,-0.0066,0.09
28.067023,-0.1071,-0.0230,-0.0772,0.13
28.077879,-0.0052,-0.0616,-0.0240,0.07
28.088539,0.0951,-0.0195,0.0477,0.11
28.099771,0.0980,0.0363,-0.0045,0.10
28.110776,0.0506,0.0456,-0.0601,0.09
28.121565,0.0497,-0.0213,-0.0067,0.05
28.132181,-0.0047,-0.0033,-0.0104,0.01
28.142787,-0.0385,0.0422,-0.0549,0.08
28.154143,0.0030,0.0137,-0.0351,0.04
28.165203,0.0651,-0.0195,0.0323,0.08
28.175584,0.0960,0.0179,0.0197,0.10
28.186445,0.1063,0.0454,-0.0164,0.12
28.197252,0.1290,0.0636,-0.0338,0.15
28.197424,0.1253,0.0574,-0.0409,0.14
28.207819,0.0839,0.0345,-0.0413,0.10
28.218934,0.0397,0.0245,-0.0406,0.06
28.230180,0.0077,0.0011,0.0092,0.01
28.241835,-0.0016,-0.0539,0.0950,0.11
28.252333,-0.0189,-0.0751,0.1170,0.14
28.263000,-0.0356,-0.0463,0.0928,0.11
28.263291,-0.0361,-0.0389,0.0907,0.11
28.273825,-0.0166,-0.0397,0.1224,0.13
28.284469,-0.0282,-0.0422,0.1355,0.14
28.295501,-0.0784,-0.0414,0.1179,0.15
28.306456,-0.1073,-0.0540,0.1114,0.16
28.317276,-0.1028,-0.0637,0.1245,0.17
28.329267,-0.0675,-0.0441,0.1203,0.14
28.339373,-0.0385,-0.0339,0.1128,0.12
28.349697,0.0481,-0.0146,0.0646,0.08
28.361257,0.0532,0.0045,0.0223,0.06
28.373121,0.0529,0.0186,-0.0351,0.07
28.384345,0.0270,0.0345,-0.0790,0.09
28.394951,-0.0211,0.0490,-0.0970,0.11
28.405002,-0.0621,0.0385,-0.0888,0.11
28.415572,-0.0727,0.0221,-0.0522,0.09
28.415750,-0.0624,0.0202,-0.0298,0.07
28.427810,-0.0277,0.0258,-0.0380,0.05
28.438935,0.0274,0.0257,-0.0442,0.06
28.450134,0.0857,0.0447,-0.0561,0.11
28.460630,0.1298,0.0608,-0.0757,0.16
28.471566,0.1153,0.0461,-0.0954,0.16
28.485125,0.0792,0.0324,-0.1238,0.15
28.485578,0.0337,0.0103,-0.1178,0.12
28.499510,-0.0237,-0.0094,-0.0631,0.07
28.511582,-0.1168,-0.0309,0.0218,0.12
28.522187,-0.1172,-0.0340,0.0562,0.13
28.535191,-0.0761,-0.0392,0.0926,0.13
28.545204,-0.0290,-0.0307,0.0978,0.11
28.548638,-0.0047,-0.0024,0.0464,0.05
28.559520,0.0204,0.0010,-0.0010,0.02
28.570271,0.0383,-0.0187,0.0023,0.04
28.579427,0.0392,-0.0114,-0.0090,0.04
28.586362,0.0070,-0.0075,-0.0271,0.03
28.595661,-0.0273,-0.0326,-0.0235,0.05
28.609610,-0.0365,-0.0286,-0.0055,0.05
28.619497,-0.0460,-0.0075,0.0125,0.05
28.628707,-0.0618,0.0099,0.0113,0.06
28.634810,-0.0449,0.0151,-0.0051,0.05
28.645455,-0.0343,-0.0033,0.0051,0.03
28.654109,-0.0127,-0.0011,0.0034,0.01
28.673001,-0.0066,-0.0002,-0.0118,0.01
28.673147,-0.0182,0.0153,-0.0315,0.04
28.684351,-0.0209,0.0227,-0.0509,0.06
28.702459,-0.0016,0.0089,-0.0268,0.03
28.710330,0.0026,0.0366,-0.0544,0.07
28.725745,0.0080,0.0451,-0.0794,0.09
28.729438,0.0151,0.0278,-0.0808,0.09
28.740466,0.0273,0.0202,-0.0633,0.07
28.748640,0.0320,0.0103,-0.0431,0.05
28.758199,0.0230,-0.0059,-0.0192,0.03
28.768385,0.0167,-0.0264,0.0083,0.03
28.777829,-0.0059,-0.0449,0.0472,0.07
28.787902,-0.0142,-0.0294,0.0658,0.07
28.797395,-0.0321,-0.0074,0.0599,0.07
28.808329,-0.0485,-0.0052,0.0511,0.07
28.819289,-0.0371,-0.0107,0.0415,0.06
28.829088,-0.0140,0.0016,0.0349,0.04
28.840794,-0.0003,0.0148,0.0196,0.02
28.851989,0.0221,0.0062,-0.0086,0.02
28.862639,0.0479,-0.0094,-0.0146,0.05
28.862941,0.0753,-0.0163,-0.0001,0.08
28.873194,0.1085,0.0071,-0.0030,0.11
28.883264,0.1094,0.0394,-0.0453,0.12
28.904689,0.0755,0.0468,-0.0761,0.12
28.910139,0.0677,0.0438,-0.0581,0.10
28.923208,0.0548,0.0575,-0.0612,0.10
28.929593,0.0373,0.0491,-0.0519,0.08
28.939435,0.0496,0.0165,-0.0142,0.05
28.948377,0.0719,0.0096,0.0319,0.08
28.957818,0.0757,-0.0035,0.0524,0.09
28.967749,0.0727,-0.0266,0.0663,0.10
28.976763,0.0597,-0.0324,0.0657,0.09
28.986438,0.0170,-0.0287,0.0593,0.07
29.006143,-0.0322,-0.0387,0.0655,0.08
29.006244,-0.0799,-0.0562,0.0938,0.14
29.014378,-0.1270,-0.0643,0.1265,0.19
29.030197,-0.1527,-0.0813,0.1476,0.23
29.042198,-0.1597,-0.1101,0.1712,0.26
29.052828,-0.1390,-0.1091,0.1797,0.25
29.061951,-0.0942,-0.0825,0.1584,0.20
29.071699,-0.0716,-0.0768,0.1351,0.17
29.083730,-0.0560,-0.0790,0.0852,0.13
29.083842,-0.0359,-0.0463,0.0204,0.06
29.092936,-0.0335,-0.0128,-0.0357,0.05
29.104055,-0.0377,0.0176,-0.0637,0.08
29.113698,-0.0446,0.0172,-0.0755,0.09
29.124491,-0.0540,0.0202,-0.0540,0.08
29.136491,-0.0181,0.0414,-0.0288,0.05
29.147085,0.0269,0.0570,-0.0185,0.07
29.157799,0.0617,0.0865,-0.0457,0.12
29.170188,0.1314,0.1025,-0.1317,0.21
29.182114,0.1309,0.0993,-0.1466,0.22
29.192502,0.1071,0.0923,-0.1603,0.21
29.203286,0.0741,0.0651,-0.1540,0.18
29.214437,0.0555,0.0599,-0.1397,0.16
29.214618,0.0231,0.0636,-0.1185,0.14
29.236684,-0.0099,0.0351,-0.0862,0.09
29.236843,-0.0093,0.0222,-0.0549,0.06
29.243589,-0.0026,0.0098,-0.0292,0.03
29.258041,0.0127,0.0092,-0.0201,0.03
29.272467,0.0423,0.0033,-0.0280,0.05
29.281502,0.0366,-0.0118,-0.0273,0.05
29.290601,0.0083,-0.0477,-0.0024,0.05
29.306574,-0.0204,-0.0717,0.0606,0.10
29.309745,-0.0451,-0.0766,0.1218,0.15
29.319625,-0.0533,-0.0605,0.1497,0.17
29.329902,-0.0709,-0.0425,0.1506,0.17
29.339670,-0.0945,-0.0411,0.1574,0.19
29.348862,-0.1019,-0.0412,0.1697,0.20
29.359406,-0.0824,-0.0296,0.1743,0.20
29.370953,-0.0651,-0.0282,0.1606,0.18
29.381743,-0.0572,-0.0403,0.1309,0.15
29.392614,-0.0269,-0.0266,0.0761,0.09
29.404470,-0.0191,-0.0146,0.0379,0.04
29.404879,-0.0148,-0.0114,-0.0027,0.02
29.415256,-0.0207,-0.0197,-0.0418,0.05
29.426620,-0.0266,-0.0119,-0.0508,0.06
29.437838,-0.0051,0.0102,-0.0586,0.06
29.448088,0.0047,0.0260,-0.0758,0.08
29.459187,0.0004,0.0426,-0.0979,0.11
29.469646,0.0092,0.0367,-0.1013,0.11
29.480651,0.0295,0.0269,-0.0867,0.10
29.492039,0.0400,0.0472,-0.1031,0.12
29.503132,0.0571,0.0524,-0.1863,0.20
29.509969,0.0744,0.0489,-0.1794,0.20
29.522206,0.0951,0.0617,-0.1741,0.21
29.529082,0.0857,0.0480,-0.1506,0.18
29.538090,0.0809,0.0256,-0.1205,0.15
29.547589,0.0825,-0.0010,-0.0586,0.10
29.565832,0.0823,-0.0137,0.0137,0.08
29.566018,0.0609,-0.0109,0.0525,0.08
29.579913,0.0024,-0.0270,0.0698,0.07
29.585410,-0.0585,-0.0503,0.1026,0.13
29.595214,-0.0823,-0.0692,0.1297,0.17
29.605226,-0.0993,-0.0580,0.1414,0.18
29.614056,-0.1075,-0.0435,0.1197,0.17
29.629782,-0.0940,-0.0484,0.1070,0.15
29.633347,-0.0536,-0.0650,0.1161,0.14
29.643554,-0.0158,-0.0499,0.1232,0.13
29.662313,0.0352,-0.0366,0.0862,0.10
29.671569,0.0602,-0.0365,0.0831,0.11
29.693520,0.0614,-0.0135,0.0718,0.10
29.709526,-0.0811,-0.0136,0.0172,0.08
29.719008,-0.0797,-0.0076,0.0192,0.08
29.728994,-0.0675,0.0039,0.0069,0.07
29.738604,-0.0529,0.0238,-0.0147,0.06
29.756427,-0.0284,0.0269,-0.0509,0.06
29.757030,0.0011,0.0311,-0.0764,0.08
29.768512,0.0258,0.0338,-0.0930,0.10
29.777954,0.0501,0.0501,-0.1017,0.12
29.785273,0.0737,0.0590,-0.1186,0.15
29.797256,0.0864,0.0593,-0.1362,0.17
29.806585,0.0705,0.0497,-0.1369,0.16
29.816412,0.0444,0.0338,-0.1127,0.13
29.828940,0.0277,0.0177,-0.0700,0.08
29.841133,0.0121,0.0069,-0.0299,0.03
29.854872,0.0096,0.0113,-0.0088,0.02
29.855170,0.0131,0.0054,-0.0002,0.01
29.866503,0.0073,0.0034,0.0143,0.02
29.880063,-0.0008,0.0058,0.0184,0.02
29.890730,-0.0218,-0.0080,0.0177,0.03
29.902427,-0.0331,-0.0381,0.0426,0.07
29.915320,-0.0123,-0.0382,0.0509,0.06
29.927792,-0.0041,-0.0410,0.0528,0.07
29.939364,0.0066,-0.0463,0.0429,0.06
29.939488,0.0079,-0.0467,0.0456,0.07
29.950997,0.0053,-0.0459,0.0663,0.08
29.963551,-0.0074,-0.0346,0.0684,0.08
29.975060,-0.0440,-0.0200,0.0484,0.07
29.975373,-0.0768,-0.0256,0.0313,0.09
29.986405,-0.0790,-0.0337,0.0290,0.09
29.998427,-0.0770,-0.0189,0.0260,0.08
30.011214,-0.0696,0.0105,0.0029,0.07
30.022142,-0.0279,0.0152,-0.0195,0.04
30.035152,0.0740,0.0405,-0.0249,0.09
30.047200,0.1132,0.0716,-0.0582,0.15
30.058829,0.1100,0.0768,-0.0924,0.16
30.071189,0.0967,0.0538,-0.1039,0.15
30.071321,0.0737,0.0263,-0.0689,0.10
30.083329,0.0401,0.0026,-0.0205,0.05
30.094647,-0.0015,0.0022,-0.0037,0.00
30.108665,-0.0315,0.0058,-0.0023,0.03
30.108861,-0.0422,-0.0059,0.0187,0.05
30.118421,-0.0148,0.0163,0.0287,0.04
30.130042,-0.0071,0.0347,0.0337,0.05
30.142831,-0.0089,0.0310,0.0430,0.05
30.155157,0.0104,0.0091,0.0470,0.05
30.155934,0.0203,-0.0043,0.0449,0.05
30.166418,0.0377,-0.0021,0.0283,0.05
30.177901,0.0625,-0.0133,0.0132,0.07
30.184865,0.0702,-0.0358,0.0167,0.08
30.205065,0.0560,-0.0515,0.0349,0.08
30.205222,0.0202,-0.0515,0.0498,0.07
30.216841,-0.0342,-0.0358,0.0456,0.07
30.233116,-0.0884,-0.0080,0.0469,0.10
30.242202,-0.1068,-0.0187,0.0675,0.13
30.251722,-0.0937,-0.0044,0.0655,0.11
30.269006,-0.0743,-0.0074,0.0626,0.10
30.273558,-0.0347,-0.0099,0.0400,0.05
30.282738,0.0132,-0.0094,-0.0081,0.02
30.295265,0.0525,-0.0110,-0.0463,0.07
30.309996,0.0954,0.0039,-0.0676,0.12
30.310079,0.0999,0.0186,-0.0883,0.13
30.330741,0.0463,0.0252,-0.0948,0.11
30.330834,-0.0123,0.0167,-0.0845,0.09
30.337129,-0.0561,0.0117,-0.0440,0.07
30.348345,-0.0685,0.0182,-0.0156,0.07
30.356219,-0.0663,0.0050,0.0177,0.07
30.366263,-0.0456,-0.0073,0.0248,0.05
30.375354,-0.0177,0.0078,0.0119,0.02
30.393320,0.0177,0.0207,-0.0112,0.03
30.394293,0.0425,0.0145,-0.0347,0.06
30.406533,0.0508,0.0143,-0.0604,0.08
30.413700,0.0462,0.0080,-0.0720,0.09
30.432738,0.0368,0.0047,-0.0371,0.05
30.446018,-0.0008,0.0101,-0.0264,0.03
30.451460,-0.0246,-0.0137,-0.0009,0.03
30.463375,-0.0252,-0.0355,0.0259,0.05
30.470506,-0.0281,-0.0199,0.0413,0.05
30.479992,-0.0203,-0.0139,0.0436,0.05
30.489833,-0.0140,-0.0149,0.0493,0.05
30.498719,-0.0169,0.0039,0.0354,0.04
30.508620,-0.0268,0.0122,0.0212,0.04
30.520927,-0.0285,0.0120,0.0035,0.03
30.533403,-0.0242,0.0113,-0.0044,0.03
30.545726,-0.0101,0.0054,0.0142,0.02
30.545922,0.0262,0.0047,0.0232,0.04
30.560474,0.0402,0.0197,0.0235,0.05
30.570453,0.0468,0.0273,0.0027,0.05
30.584197,0.0564,0.0145,-0.0132,0.06
30.584305,0.0529,0.0037,-0.0114,0.05
30.594481,0.0356,0.0120,-0.0211,0.04
30.607074,0.0085,0.0210,-0.0401,0.05
30.617916,-0.0302,0.0048,-0.0367,0.05
30.630058,-0.0527,-0.0035,-0.0333,0.06
30.642256,-0.0778,-0.0106,-0.0195,0.08
30.653788,-0.0747,-0.0040,0.0180,0.08
30.666551,-0.0467,-0.0152,0.0630,0.08
30.678256,-0.0158,-0.0207,0.1041,0.11
30.690394,0.0072,-0.0078,0.0887,0.09
30.690487,-0.0011,-0.0001,0.0543,0.05
30.701989,0.0006,-0.0056,0.0124,0.01
30.714049,-0.0009,-0.0072,-0.0013,0.01
30.725784,-0.0142,0.0089,-0.0096,0.02
30.737953,-0.0418,0.0030,-0.0274,0.05
30.738114,-0.0481,-0.0108,-0.0241,0.05
30.750611,-0.0302,-0.0243,0.0055,0.04
30.762385,0.0175,-0.0094,0.0157,0.03
30.772835,0.0585,0.0221,0.0152,0.06
30.787478,0.0870,0.0455,0.0044,0.10
30.787661,0.0946,0.0648,-0.0158,0.12
30.798131,0.0785,0.0436,-0.0455,0.10
30.808682,0.0470,0.0270,-0.0723,0.09
30.820551,0.0472,0.0346,-0.1093,0.12
30.833887,0.0305,0.0301,-0.1153,0.12
30.834067,0.0262,0.0188,-0.1073,0.11
30.846083,0.0375,0.0021,-0.0740,0.08
30.857498,0.0506,-0.0050,-0.0393,0.06
30.870101,0.0618,-0.0065,-0.0299,0.07
30.880953,0.0500,0.0141,-0.0157,0.05
30.893999,0.0249,0.0180,-0.0034,0.03
30.904804,-0.0010,-0.0042,0.0338,0.03
30.920702,-0.0324,-0.0213,0.0535,0.07
30.920834,-0.0545,-0.0376,0.0651,0.09
30.928764,-0.0436,-0.0659,0.0909,0.12
30.940229,-0.0124,-0.0678,0.1272,0.14
30.951547,0.0163,-0.0493,0.1321,0.14
30.960713,0.0134,-0.0525,0.1084,0.12
30.969922,0.0111,-0.0580,0.0776,0.10
30.983060,0.0091,-0.0468,0.0649,0.08
30.995053,-0.0122,-0.0239,0.0474,0.05
30.995227,-0.0669,-0.0152,0.0161,0.07
31.008439,-0.1059,-0.0350,0.0144,0.11
31.019564,-0.0995,-0.0477,0.0458,0.12
31.030622,-0.0598,-0.0293,0.0721,0.10
31.042786,-0.0252,-0.0067,0.0671,0.07
31.055198,0.0129,0.0073,0.0136,0.02
31.068324,0.0405,0.0157,-0.0142,0.05
31.080997,0.0441,0.0242,-0.0529,0.07
31.081126,0.0312,0.0332,-0.1034,0.11
31.097721,0.0199,0.0223,-0.1285,0.13
31.098807,0.0119,0.0253,-0.1165,0.12
31.107478,0.0065,0.0406,-0.1014,0.11
31.118928,-0.0098,0.0255,-0.0879,0.09
31.128997,-0.0061,0.0116,-0.0716,0.07
31.140594,0.0243,0.0182,-0.0373,0.05
31.152829,0.0404,0.0364,-0.0087,0.06
31.164177,0.0313,0.0500,-0.0212,0.06
31.164304,-0.0070,0.0260,-0.0303,0.04
31.175754,-0.0250,-0.0088,-0.0174,0.03
31.188926,-0.0126,-0.0125,-0.0104,0.02
31.201590,-0.0140,-0.0121,-0.0150,0.02
31.212481,-0.0174,-0.0207,-0.0338,0.04
31.224287,0.0069,-0.0289,-0.0063,0.03
31.236663,0.0142,-0.0090,0.0045,0.02
31.249382,0.0058,-0.0175,-0.0033,0.02
31.259978,-0.0107,-0.0254,-0.0007,0.03
31.260066,0.0023,-0.0154,0.0171,0.02
31.272643,-0.0034,-0.0061,0.0434,0.04
31.284192,-0.0268,0.0078,0.0291,0.04
31.295725,-0.0386,-0.0088,0.0153,0.04
31.308175,-0.0088,-0.0228,0.0415,0.05
31.308353,0.0379,-0.0039,0.0465,0.06
31.321114,0.0442,0.0346,0.0044,0.06
31.332235,0.0242,0.0273,-0.0394,0.05
31.344123,0.0341,-0.0005,-0.0271,0.04
31.356042,0.0494,0.0082,0.0129,0.05
31.356247,0.0238,0.0278,0.0120,0.04
31.369284,-0.0167,0.0233,-0.0208,0.04
31.381029,-0.0478,-0.0071,-0.0131,0.05
31.392239,-0.0352,-0.0152,0.0423,0.06
31.404431,-0.0215,-0.0100,0.0731,0.08
31.404730,-0.0512,-0.0042,0.0541,0.07
31.417235,-0.0552,-0.0236,0.0422,0.07
31.430073,-0.0182,-0.0401,0.0748,0.09
31.441812,0.0011,0.0008,0.0725,0.07
31.452310,-0.0349,-0.0132,-0.0106,0.04
31.464062,-0.0095,-0.0289,0.0116,0.03
31.476823,0.0082,-0.0052,0.0297,0.03
31.489339,-0.0158,0.0194,-0.0088,0.03
31.489435,-0.0419,0.0112,-0.0493,0.07
31.500122,-0.0190,-0.0050,-0.0353,0.04
31.511376,0.0187,0.0028,-0.0006,0.02
31.516207,0.0184,0.0352,-0.0144,0.04
31.528117,-0.0091,0.0482,-0.0572,0.08
31.545618,-0.0025,0.0192,-0.0506,0.05
31.545820,0.0247,0.0031,-0.0013,0.02
31.555114,0.0241,0.0293,0.0038,0.04
31.564555,0.0006,0.0395,-0.0327,0.05
31.573958,-0.0112,0.0038,-0.0319,0.03
31.592830,-0.0011,0.0036,0.0160,0.02
31.605790,-0.0350,0.0094,-0.0043,0.04
31.611541,-0.0490,0.0003,-0.0155,0.05
31.630380,-0.0261,-0.0228,0.0074,0.04
31.640056,-0.0008,-0.0182,0.0279,0.03
31.650055,0.0102,0.0051,0.0064,0.01
31.650171,0.0041,0.0101,-0.0117,0.02
31.662985,0.0142,-0.0116,-0.0032,0.02
31.669158,0.0250,-0.0247,0.0145,0.04
31.679169,0.0213,0.0037,-0.0025,0.02
31.688225,0.0071,0.0138,-0.0257,0.03
31.697744,0.0182,-0.0022,-0.0251,0.03
31.707552,0.0260,-0.0131,-0.0134,0.03
31.716041,0.0220,0.0036,-0.0210,0.03
31.737121,0.0162,0.0138,-0.0370,0.04
31.737219,0.0129,0.0115,-0.0370,0.04
31.751590,0.0027,0.0078,-0.0319,0.03
31.761967,-0.0164,-0.0165,-0.0189,0.03
31.764664,-0.0321,-0.0279,0.0128,0.04
31.773703,-0.0307,-0.0204,0.0386,0.05
31.784930,-0.0248,-0.0211,0.0637,0.07
31.796494,-0.0157,-0.0365,0.0626,0.07
31.810775,-0.0052,-0.0193,0.0471,0.05
31.823433,0.0042,-0.0039,0.0370,0.04
31.823596,0.0005,-0.0066,0.0346,0.04
31.835304,-0.0032,-0.0055,0.0046,0.01
31.846145,-0.0190,-0.0068,-0.0266,0.03
31.858122,-0.0108,-0.0052,-0.0256,0.03
31.870116,0.0277,0.0024,-0.0109,0.03
31.882119,0.0370,0.0274,-0.0458,0.06
31.896082,0.0663,0.0201,-0.0380,0.08
31.906939,0.1120,0.0439,-0.0187,0.12
31.907134,0.1255,0.0838,-0.0410,0.16
31.918002,0.0991,0.0787,-0.0829,0.15
31.934494,0.0632,0.0436,-0.0831,0.11
31.935301,0.0655,0.0364,-0.0405,0.09
31.948972,0.0676,0.0200,0.0058,0.07
31.954647,0.0481,0.0072,0.0145,0.05
31.963915,0.0251,-0.0181,0.0060,0.03
31.982028,0.0175,-0.0410,0.0377,0.06
31.992275,-0.0219,-0.0197,0.0340,0.05
32.006159,-0.0778,-0.0510,0.0136,0.09
32.013506,-0.0981,-0.0892,0.0505,0.14
32.022746,-0.0820,-0.0917,0.1018,0.16
32.033407,-0.0789,-0.0608,0.0979,0.14
32.044997,-0.0979,-0.0624,0.0763,0.14
32.056157,-0.0765,-0.0880,0.0930,0.15
32.066652,-0.0273,-0.0849,0.1287,0.16
32.076951,-0.0143,-0.0467,0.1149,0.12
32.087427,-0.0404,-0.0200,0.0538,0.07
32.087712,-0.0580,-0.0186,0.0074,0.06
32.101977,-0.0631,-0.0076,0.0160,0.07
32.113441,-0.0594,0.0193,0.0229,0.07
32.124245,-0.0695,0.0504,0.0024,0.09
32.134139,-0.0689,0.0411,-0.0004,0.08
32.145939,-0.0153,0.0279,0.0330,0.05
32.146049,0.0512,0.0542,0.0470,0.09
32.157470,0.0794,0.0997,-0.0033,0.13
32.168184,0.0861,0.1039,-0.0739,0.15
32.180894,0.0826,0.0636,-0.0876,0.14
32.191760,0.0796,0.0690,-0.0942,0.14
32.203555,0.0443,0.0837,-0.1373,0.17
32.203652,-0.0099,0.0634,-0.1569,0.17
32.217317,-0.0242,0.0256,-0.1386,0.14
32.229305,-0.0161,0.0138,-0.0867,0.09
32.241438,-0.0195,0.0202,-0.0533,0.06
